208500 1:60.00 2:65.00 3:8450.00 4:2003.00 5:196.00 6:706.00 7:150.00 8:854.00 9:1.00
113000 1:30.00 2:50.00 3:9340.00 4:1950.00 5:0.00 6:344.00 7:328.00 8:0.00 9:1.00
134500 1:85.00 2:69.00 3:10205.00 4:1962.00 5:0.00 6:784.00 7:141.00 8:0.00 9:1.00
125000 1:20.00 2:99.00 3:7094.00 4:1966.00 5:0.00 6:180.00 7:340.00 8:0.00 9:0.00
112000 1:90.00 2:68.00 3:8930.00 4:1978.00 5:0.00 6:0.00 7:0.00 8:584.00 9:0.00
229456 1:20.00 2:72.00 3:8640.00 4:2009.00 5:72.00 6:936.00 7:364.00 8:0.00 9:1.00
115000 1:20.00 2:66.00 3:7800.00 4:1964.00 5:0.00 6:312.00 7:0.00 8:0.00 9:0.00
134000 1:20.00 2:55.00 3:8250.00 4:1968.00 5:0.00 6:250.00 7:210.00 8:0.00 9:0.00
143000 1:50.00 2:78.00 3:10496.00 4:1950.00 5:320.00 6:196.00 7:844.00 8:678.00 9:0.00
137900 1:20.00 2:89.00 3:10680.00 4:1951.00 5:44.00 6:756.00 7:1380.00 8:0.00 9:0.00
184000 1:60.00 2:60.00 3:15384.00 4:2005.00 5:0.00 6:724.00 7:64.00 8:702.00 9:1.00
145000 1:80.00 2:65.00 3:10482.00 4:1958.00 5:63.00 6:507.00 7:81.00 8:0.00 9:0.00
214000 1:60.00 2:86.00 3:14598.00 4:2007.00 5:74.00 6:0.00 7:894.00 8:1039.00 9:0.00
147000 1:20.00 2:72.00 3:8872.00 4:2008.00 5:300.00 6:595.00 7:317.00 8:0.00 9:1.00
367294 1:120.00 2:65.00 3:8769.00 4:2008.00 5:766.00 6:1540.00 7:162.00 8:0.00 9:1.00
127000 1:80.00 2:70.00 3:7910.00 4:1960.00 5:0.00 6:666.00 7:409.00 8:0.00 9:0.00
132500 1:90.00 2:70.00 3:7728.00 4:1962.00 5:120.00 6:803.00 7:303.00 8:0.00 9:1.00
101800 1:90.00 2:70.00 3:9842.00 4:1962.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
138887 1:70.00 2:96.00 3:13132.00 4:1950.00 5:0.00 6:0.00 7:747.00 8:892.00 9:0.00
175500 1:160.00 2:36.00 3:2628.00 4:2003.00 5:106.00 6:0.00 7:764.00 8:862.00 9:0.00
195000 1:60.00 2:41.00 3:12393.00 4:2005.00 5:0.00 6:0.00 7:847.00 8:1101.00 9:0.00
142500 1:20.00 2:63.00 3:13072.00 4:2005.00 5:0.00 6:0.00 7:1141.00 8:0.00 9:0.00
265900 1:20.00 2:64.00 3:9037.00 4:2006.00 5:32.00 6:428.00 7:1048.00 8:0.00 9:0.00
224900 1:60.00 2:65.00 3:8158.00 4:2003.00 5:252.00 6:550.00 7:334.00 8:884.00 9:1.00
248328 1:20.00 2:83.00 3:9849.00 4:2007.00 5:0.00 6:0.00 7:1689.00 8:0.00 9:0.00
170000 1:85.00 2:85.00 3:10625.00 4:1974.00 5:81.00 6:885.00 7:0.00 8:0.00 9:1.00
178000 1:80.00 2:78.00 3:12090.00 4:2003.00 5:74.00 6:0.00 7:585.00 8:728.00 9:0.00
186500 1:60.00 2:65.00 3:8125.00 4:2006.00 5:0.00 6:0.00 7:756.00 8:797.00 9:0.00
129500 1:75.00 2:60.00 3:9600.00 4:1950.00 5:0.00 6:319.00 7:416.00 8:924.00 9:0.00
119000 1:20.00 2:60.00 3:7200.00 4:1950.00 5:0.00 6:534.00 7:246.00 8:0.00 9:0.00
244000 1:20.00 2:93.00 3:11160.00 4:1968.00 5:0.00 6:1065.00 7:1045.00 8:0.00 9:1.00
130000 1:20.00 2:62.00 3:9858.00 4:1968.00 5:0.00 6:510.00 7:354.00 8:0.00 9:1.00
165400 1:60.00 2:60.00 3:6931.00 4:2004.00 5:92.00 6:0.00 7:746.00 8:896.00 9:0.00
127500 1:50.00 2:52.00 3:6240.00 4:1950.00 5:0.00 6:425.00 7:459.00 8:408.00 9:0.00
301500 1:20.00 2:91.00 3:14303.00 4:1994.00 5:554.00 6:1314.00 7:672.00 8:0.00 9:1.00
190000 1:80.00 2:59.00 3:9587.00 4:2005.00 5:182.00 6:655.00 7:201.00 8:0.00 9:1.00
151000 1:20.00 2:65.00 3:9750.00 4:1969.00 5:0.00 6:602.00 7:14.00 8:0.00 9:1.00
128900 1:20.00 2:80.00 3:9600.00 4:1956.00 5:0.00 6:504.00 7:546.00 8:0.00 9:0.00
180500 1:70.00 2:60.00 3:13515.00 4:1950.00 5:0.00 6:0.00 7:764.00 8:764.00 9:0.00
181000 1:120.00 2:34.00 3:4060.00 4:1999.00 5:0.00 6:266.00 7:1139.00 8:0.00 9:1.00
183900 1:160.00 2:35.00 3:3735.00 4:1999.00 5:218.00 6:450.00 7:241.00 8:739.00 9:1.00
122000 1:190.00 2:60.00 3:10120.00 4:1950.00 5:0.00 6:0.00 7:925.00 8:925.00 9:0.00
378500 1:20.00 2:89.00 3:13214.00 4:2009.00 5:0.00 6:0.00 7:2002.00 8:0.00 9:0.00
144000 1:50.00 2:78.00 3:11344.00 4:1958.00 5:180.00 6:460.00 7:414.00 8:650.00 9:0.00
177000 1:80.00 2:124.00 3:11512.00 4:2006.00 5:84.00 6:719.00 7:300.00 8:0.00 9:1.00
139000 1:50.00 2:53.00 3:5362.00 4:2003.00 5:0.00 6:0.00 7:661.00 8:589.00 9:0.00
137000 1:90.00 2:95.00 3:11345.00 4:1950.00 5:567.00 6:220.00 7:708.00 8:992.00 9:0.00
68400 1:50.00 2:60.00 3:7500.00 4:1950.00 5:0.00 6:0.00 7:698.00 8:430.00 9:0.00
227000 1:20.00 2:67.00 3:9808.00 4:2002.00 5:110.00 6:788.00 7:785.00 8:0.00 9:1.00
180000 1:20.00 2:50.00 3:8049.00 4:1990.00 5:54.00 6:1053.00 7:256.00 8:0.00 9:1.00
150500 1:20.00 2:61.00 3:8800.00 4:2008.00 5:0.00 6:532.00 7:364.00 8:0.00 9:0.00
169000 1:50.00 2:50.00 3:9638.00 4:1990.00 5:0.00 6:0.00 7:804.00 8:748.00 9:0.00
132500 1:50.00 2:50.00 3:6000.00 4:1950.00 5:0.00 6:0.00 7:780.00 8:587.00 9:0.00
278000 1:120.00 2:40.00 3:5664.00 4:2000.00 5:0.00 6:1158.00 7:343.00 8:0.00 9:1.00
281000 1:60.00 2:86.00 3:11065.00 4:2006.00 5:788.00 6:0.00 7:1085.00 8:850.00 9:0.00
119500 1:160.00 2:21.00 3:1680.00 4:1972.00 5:268.00 6:231.00 7:399.00 8:672.00 9:0.00
107500 1:70.00 2:60.00 3:6600.00 4:1965.00 5:0.00 6:0.00 7:994.00 8:994.00 9:0.00
162900 1:60.00 2:78.00 3:10140.00 4:1976.00 5:0.00 6:194.00 7:638.00 8:832.00 9:0.00
115000 1:20.00 2:60.00 3:8172.00 4:1990.00 5:0.00 6:167.00 7:697.00 8:0.00 9:1.00
138500 1:20.00 2:70.00 3:8400.00 4:1968.00 5:168.00 6:1016.00 7:36.00 8:0.00 9:1.00
155000 1:20.00 2:80.00 3:8700.00 4:1963.00 5:148.00 6:776.00 7:344.00 8:0.00 9:1.00
140000 1:180.00 2:35.00 3:3675.00 4:2006.00 5:82.00 6:547.00 7:0.00 8:0.00 9:1.00
160000 1:60.00 2:313.00 3:63887.00 4:2008.00 5:796.00 6:5644.00 7:466.00 8:950.00 9:2.00
154000 1:20.00 2:75.00 3:7500.00 4:1994.00 5:0.00 6:340.00 7:0.00 8:0.00 9:1.00
290000 1:60.00 2:92.00 3:10120.00 4:1994.00 5:391.00 6:740.00 7:425.00 8:1323.00 9:1.00
232000 1:20.00 2:73.00 3:8688.00 4:2005.00 5:228.00 6:0.00 7:1616.00 8:0.00 9:0.00
130000 1:160.00 2:32.00 3:3363.00 4:2004.00 5:117.00 6:0.00 7:976.00 8:732.00 9:0.00
325000 1:20.00 2:108.00 3:13173.00 4:2007.00 5:300.00 6:1572.00 7:80.00 8:0.00 9:1.00
202500 1:120.00 2:48.00 3:6955.00 4:2006.00 5:94.00 6:0.00 7:1368.00 8:0.00 9:0.00
138000 1:20.00 2:60.00 3:8072.00 4:1995.00 5:0.00 6:746.00 7:244.00 8:0.00 9:1.00
147000 1:20.00 2:100.00 3:12000.00 4:2005.00 5:0.00 6:144.00 7:172.00 8:0.00 9:1.00
335000 1:20.00 2:100.00 3:17500.00 4:2002.00 5:0.00 6:1406.00 7:496.00 8:0.00 9:1.00
203000 1:20.00 2:68.00 3:8814.00 4:2007.00 5:80.00 6:925.00 7:349.00 8:0.00 9:1.00
333168 1:60.00 2:108.00 3:14774.00 4:1999.00 5:165.00 6:0.00 7:1393.00 8:1177.00 9:0.00
119000 1:20.00 2:60.00 3:8190.00 4:1954.00 5:0.00 6:732.00 7:216.00 8:0.00 9:1.00
206900 1:60.00 2:85.00 3:11075.00 4:1969.00 5:0.00 6:500.00 7:176.00 8:1020.00 9:0.00
295493 1:20.00 2:61.00 3:10226.00 4:2008.00 5:270.00 6:0.00 7:1622.00 8:0.00 9:1.00
208900 1:120.00 2:47.00 3:4230.00 4:2007.00 5:0.00 6:0.00 7:1352.00 8:0.00 9:0.00
111000 1:20.00 2:75.00 3:10215.00 4:1954.00 5:132.00 6:492.00 7:372.00 8:0.00 9:0.00
156500 1:20.00 2:70.00 3:8400.00 4:1957.00 5:0.00 6:189.00 7:628.00 8:0.00 9:1.00
190000 1:60.00 2:107.00 3:10186.00 4:1992.00 5:0.00 6:674.00 7:76.00 8:862.00 9:1.00
147000 1:20.00 2:75.00 3:9986.00 4:2007.00 5:428.00 6:0.00 7:1795.00 8:0.00 9:0.00
130500 1:20.00 2:60.00 3:6600.00 4:2008.00 5:0.00 6:641.00 7:175.00 8:0.00 9:0.00
256000 1:50.00 2:60.00 3:10440.00 4:1950.00 5:0.00 6:493.00 7:1017.00 8:1208.00 9:0.00
176500 1:60.00 2:63.00 3:9084.00 4:1998.00 5:0.00 6:0.00 7:935.00 8:677.00 9:0.00
227000 1:20.00 2:85.00 3:10000.00 4:2006.00 5:410.00 6:0.00 7:1588.00 8:0.00 9:0.00
132500 1:80.00 2:55.00 3:10780.00 4:1976.00 5:0.00 6:483.00 7:428.00 8:0.00 9:0.00
100000 1:20.00 2:67.00 3:8877.00 4:1958.00 5:0.00 6:690.00 7:126.00 8:0.00 9:1.00
125500 1:50.00 2:60.00 3:7200.00 4:1995.00 5:0.00 6:0.00 7:803.00 8:557.00 9:0.00
125000 1:160.00 2:24.00 3:2368.00 4:1970.00 5:312.00 6:765.00 7:0.00 8:600.00 9:0.00
167900 1:20.00 2:80.00 3:9650.00 4:1977.00 5:360.00 6:686.00 7:664.00 8:0.00 9:0.00
135000 1:90.00 2:87.00 3:9246.00 4:1973.00 5:564.00 6:0.00 7:1656.00 8:0.00 9:0.00
200000 1:60.00 2:95.00 3:13450.00 4:2002.00 5:0.00 6:700.00 7:216.00 8:941.00 9:1.00
128500 1:20.00 2:120.00 3:9560.00 4:1972.00 5:0.00 6:360.00 7:504.00 8:0.00 9:0.00
123000 1:20.00 2:70.00 3:8294.00 4:1971.00 5:0.00 6:0.00 7:858.00 8:0.00 9:0.00
155000 1:20.00 2:66.00 3:13695.00 4:2004.00 5:0.00 6:814.00 7:300.00 8:0.00 9:1.00
177000 1:50.00 2:57.00 3:7558.00 4:1950.00 5:0.00 6:0.00 7:896.00 8:741.00 9:0.00
155835 1:60.00 2:85.00 3:11103.00 4:2006.00 5:0.00 6:0.00 7:728.00 8:728.00 9:0.00
108500 1:30.00 2:50.00 3:6000.00 4:1950.00 5:0.00 6:250.00 7:710.00 8:0.00 9:0.00
283463 1:20.00 2:93.00 3:15306.00 4:2007.00 5:100.00 6:80.00 7:1652.00 8:0.00 9:1.00
200000 1:90.00 2:91.00 3:11643.00 4:1969.00 5:368.00 6:500.00 7:748.00 8:1296.00 9:1.00
171000 1:60.00 2:70.00 3:9247.00 4:1962.00 5:318.00 6:319.00 7:539.00 8:858.00 9:0.00
134900 1:50.00 2:50.00 3:6000.00 4:2000.00 5:0.00 6:0.00 7:698.00 8:390.00 9:0.00
410000 1:50.00 2:56.00 3:14720.00 4:1996.00 5:579.00 6:816.00 7:1217.00 8:1185.00 9:1.00
170000 1:80.00 2:102.00 3:10192.00 4:1992.00 5:143.00 6:0.00 7:570.00 8:698.00 9:0.00
315000 1:20.00 2:129.00 3:16737.00 4:2005.00 5:66.00 6:1447.00 7:533.00 8:0.00 9:1.00
189000 1:70.00 2:51.00 3:9842.00 4:1998.00 5:0.00 6:0.00 7:612.00 8:1611.00 9:0.00
260000 1:20.00 2:124.00 3:16158.00 4:2005.00 5:16.00 6:1274.00 7:256.00 8:0.00 9:1.00
156932 1:60.00 2:73.00 3:8499.00 4:2007.00 5:0.00 6:0.00 7:616.00 8:796.00 9:0.00
144152 1:160.00 2:30.00 3:3180.00 4:2005.00 5:0.00 6:0.00 7:600.00 8:600.00 9:0.00
193000 1:60.00 2:68.00 3:9179.00 4:1999.00 5:158.00 6:633.00 7:240.00 8:908.00 9:1.00
127000 1:160.00 2:41.00 3:2665.00 4:1977.00 5:0.00 6:548.00 7:36.00 8:550.00 9:0.00
232000 1:20.00 2:48.00 3:10635.00 4:2003.00 5:171.00 6:370.00 7:315.00 8:0.00 9:1.00
105000 1:50.00 2:90.00 3:5400.00 4:1950.00 5:0.00 6:315.00 7:420.00 8:534.00 9:0.00
165500 1:80.00 2:80.00 3:9600.00 4:1996.00 5:0.00 6:831.00 7:161.00 8:0.00 9:1.00
274300 1:60.00 2:75.00 3:9750.00 4:1998.00 5:0.00 6:975.00 7:133.00 8:989.00 9:1.00
250000 1:60.00 2:85.00 3:10625.00 4:2005.00 5:0.00 6:0.00 7:1026.00 8:932.00 9:0.00
239000 1:20.00 2:89.00 3:10991.00 4:2007.00 5:80.00 6:0.00 7:1571.00 8:0.00 9:0.00
91000 1:30.00 2:52.00 3:6292.00 4:1950.00 5:0.00 6:384.00 7:384.00 8:0.00 9:0.00
117000 1:50.00 2:60.00 3:10998.00 4:1960.00 5:0.00 6:408.00 7:156.00 8:620.00 9:0.00
83000 1:160.00 2:21.00 3:1953.00 4:1973.00 5:408.00 6:309.00 7:174.00 8:504.00 9:0.00
167500 1:80.00 2:73.00 3:9735.00 4:2007.00 5:0.00 6:0.00 7:384.00 8:640.00 9:0.00
58500 1:30.00 2:45.00 3:8212.00 4:1950.00 5:0.00 6:203.00 7:661.00 8:0.00 9:1.00
157000 1:70.00 2:60.00 3:7200.00 4:1950.00 5:0.00 6:0.00 7:596.00 8:764.00 9:1.00
105000 1:50.00 2:60.00 3:9060.00 4:1950.00 5:0.00 6:204.00 7:356.00 8:560.00 9:0.00
125500 1:50.00 2:40.00 3:5436.00 4:2007.00 5:0.00 6:735.00 7:61.00 8:358.00 9:1.00
250000 1:60.00 2:80.00 3:16692.00 4:1978.00 5:184.00 6:790.00 7:133.00 8:1392.00 9:1.00
136000 1:50.00 2:60.00 3:8520.00 4:1950.00 5:0.00 6:168.00 7:0.00 8:862.00 9:0.00
377500 1:20.00 2:42.00 3:14892.00 4:2007.00 5:160.00 6:1320.00 7:426.00 8:0.00 9:1.00
131000 1:50.00 2:60.00 3:6000.00 4:1950.00 5:0.00 6:375.00 7:360.00 8:349.00 9:0.00
235000 1:20.00 2:70.00 3:9100.00 4:2000.00 5:244.00 6:1400.00 7:125.00 8:0.00 9:1.00
124000 1:90.00 2:65.00 3:8944.00 4:1967.00 5:0.00 6:0.00 7:1584.00 8:0.00 9:0.00
123000 1:85.00 2:68.00 3:7838.00 4:1967.00 5:0.00 6:769.00 7:95.00 8:0.00 9:1.00
163000 1:190.00 2:60.00 3:10800.00 4:2000.00 5:0.00 6:0.00 7:482.00 8:691.00 9:0.00
246578 1:120.00 2:53.00 3:4045.00 4:2006.00 5:45.00 6:1070.00 7:286.00 8:0.00 9:1.00
281213 1:60.00 2:88.00 3:12665.00 4:2006.00 5:245.00 6:0.00 7:1094.00 8:1349.00 9:0.00
137500 1:70.00 2:51.00 3:6120.00 4:2004.00 5:0.00 6:0.00 7:939.00 8:574.00 9:0.00
138000 1:50.00 2:60.00 3:7200.00 4:1982.00 5:0.00 6:180.00 7:676.00 8:768.00 9:1.00
137450 1:50.00 2:51.00 3:6171.00 4:1990.00 5:0.00 6:264.00 7:712.00 8:448.00 9:0.00
120000 1:50.00 2:50.00 3:6000.00 4:1950.00 5:0.00 6:0.00 7:862.00 8:208.00 9:0.00
193000 1:60.00 2:62.00 3:7415.00 4:2004.00 5:0.00 6:759.00 7:80.00 8:729.00 9:1.00
193879 1:20.00 2:64.00 3:6762.00 4:2006.00 5:0.00 6:0.00 7:1286.00 8:0.00 9:0.00
282922 1:20.00 2:49.00 3:15256.00 4:2007.00 5:84.00 6:929.00 7:556.00 8:0.00 9:1.00
105000 1:50.00 2:60.00 3:10410.00 4:1950.00 5:0.00 6:0.00 7:672.00 8:520.00 9:0.00
275000 1:120.00 2:44.00 3:3842.00 4:2005.00 5:174.00 6:1373.00 7:221.00 8:0.00 9:1.00
133000 1:85.00 2:70.00 3:8445.00 4:2007.00 5:0.00 6:656.00 7:112.00 8:0.00 9:1.00
125500 1:70.00 2:60.00 3:7740.00 4:1950.00 5:0.00 6:0.00 7:622.00 8:622.00 9:0.00
215000 1:60.00 2:46.00 3:20544.00 4:1991.00 5:123.00 6:0.00 7:791.00 8:857.00 9:0.00
230000 1:60.00 2:79.00 3:12420.00 4:2001.00 5:0.00 6:666.00 7:278.00 8:896.00 9:1.00
140000 1:50.00 2:80.00 3:9600.00 4:2005.00 5:0.00 6:120.00 7:736.00 8:556.00 9:0.00
90000 1:90.00 2:60.00 3:7200.00 4:1950.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
257000 1:20.00 2:88.00 3:10994.00 4:2006.00 5:366.00 6:976.00 7:868.00 8:0.00 9:1.00
207000 1:50.00 2:64.00 3:13053.00 4:2000.00 5:0.00 6:0.00 7:833.00 8:795.00 9:0.00
175900 1:120.00 2:51.00 3:3635.00 4:2007.00 5:130.00 6:988.00 7:398.00 8:0.00 9:0.00
122500 1:190.00 2:60.00 3:11340.00 4:1950.00 5:0.00 6:0.00 7:777.00 8:1044.00 9:0.00
124000 1:20.00 2:71.00 3:9204.00 4:1963.00 5:0.00 6:25.00 7:247.00 8:0.00 9:1.00
179900 1:60.00 2:90.00 3:11700.00 4:1968.00 5:420.00 6:404.00 7:304.00 8:708.00 9:0.00
127500 1:120.00 2:53.00 3:4043.00 4:1977.00 5:0.00 6:360.00 7:709.00 8:0.00 9:0.00
136500 1:120.00 2:37.00 3:4435.00 4:2003.00 5:170.00 6:686.00 7:162.00 8:0.00 9:1.00
142000 1:20.00 2:80.00 3:10721.00 4:1959.00 5:243.00 6:0.00 7:1252.00 8:0.00 9:0.00
271000 1:60.00 2:81.00 3:10944.00 4:1994.00 5:448.00 6:1000.00 7:223.00 8:904.00 9:1.00
140000 1:50.00 2:60.00 3:10930.00 4:1950.00 5:0.00 6:580.00 7:333.00 8:510.00 9:1.00
119000 1:30.00 2:60.00 3:7200.00 4:1992.00 5:294.00 6:510.00 7:278.00 8:0.00 9:1.00
192140 1:60.00 2:60.00 3:21930.00 4:2005.00 5:0.00 6:0.00 7:732.00 8:1104.00 9:0.00
64500 1:30.00 2:60.00 3:10800.00 4:2007.00 5:0.00 6:0.00 7:656.00 8:0.00 9:0.00
186500 1:60.00 2:93.00 3:10261.00 4:2000.00 5:318.00 6:0.00 7:936.00 8:830.00 9:1.00
160000 1:20.00 2:80.00 3:17400.00 4:1977.00 5:0.00 6:936.00 7:190.00 8:0.00 9:1.00
174000 1:20.00 2:80.00 3:8400.00 4:2005.00 5:237.00 6:0.00 7:1319.00 8:0.00 9:1.00
120500 1:20.00 2:60.00 3:9000.00 4:1971.00 5:0.00 6:616.00 7:248.00 8:0.00 9:0.00
394617 1:20.00 2:96.00 3:12444.00 4:2008.00 5:426.00 6:1336.00 7:596.00 8:0.00 9:1.00
149700 1:20.00 2:90.00 3:7407.00 4:1996.00 5:0.00 6:600.00 7:312.00 8:0.00 9:1.00
197000 1:60.00 2:80.00 3:11584.00 4:1979.00 5:96.00 6:315.00 7:114.00 8:685.00 9:0.00
191000 1:70.00 2:79.00 3:11526.00 4:1994.00 5:0.00 6:0.00 7:588.00 8:748.00 9:0.00
310000 1:60.00 2:85.00 3:11003.00 4:2008.00 5:160.00 6:765.00 7:252.00 8:981.00 9:1.00
179600 1:20.00 2:63.00 3:8500.00 4:2004.00 5:106.00 6:0.00 7:1422.00 8:0.00 9:0.00
129000 1:85.00 2:70.00 3:8400.00 4:1966.00 5:0.00 6:187.00 7:0.00 8:0.00 9:1.00
240000 1:60.00 2:80.00 3:10000.00 4:1996.00 5:438.00 6:1079.00 7:141.00 8:870.00 9:1.00
112000 1:50.00 2:70.00 3:11767.00 4:2000.00 5:0.00 6:0.00 7:560.00 8:550.00 9:0.00
287090 1:20.00 2:78.00 3:9262.00 4:2009.00 5:194.00 6:0.00 7:1573.00 8:0.00 9:0.00
145000 1:180.00 2:35.00 3:3675.00 4:2005.00 5:80.00 6:547.00 7:0.00 8:0.00 9:1.00
185000 1:20.00 2:62.00 3:7500.00 4:2005.00 5:0.00 6:410.00 7:811.00 8:0.00 9:1.00
175000 1:60.00 2:62.00 3:7917.00 4:2000.00 5:0.00 6:0.00 7:953.00 8:694.00 9:0.00
210000 1:20.00 2:85.00 3:13175.00 4:1988.00 5:119.00 6:790.00 7:589.00 8:0.00 9:1.00
266500 1:70.00 2:66.00 3:9042.00 4:2006.00 5:0.00 6:275.00 7:877.00 8:1152.00 9:0.00
142125 1:20.00 2:68.00 3:9717.00 4:1996.00 5:0.00 6:49.00 7:0.00 8:0.00 9:1.00
147500 1:20.00 2:75.00 3:9937.00 4:1965.00 5:0.00 6:830.00 7:136.00 8:0.00 9:1.00
